排名,公司简称,公司全称,城市,行业,行业排名,轮次,最近融资,累计融资额,投资方,简介
481,蛋贝科技,深圳旦倍科技有限公司,1,1,42,A轮,2018,90000000,获得3500万元A+轮融资，鼎心资本,旦倍科技是一家智能家居服务商。致力于依托HAAS（硬件即服务）的商业模式，打互联网公寓智能家居管理系统。 结合包括智能门锁，智能电表，智能水表，公寓专用路由器，各类安防传感器等硬件产品，形成互联网长租公寓和短租公寓运营整体解决方案。
483,安智杰,深圳安智杰科技有限公司,1,1,43,A轮,2018,50000000,达晨创投,安智杰是一家传感器产品研发商，致力于毫米波雷达传感器产品的研发及应用，同时研发视觉传感器以及多传感器产品的融合，使之广泛应用于智能汽车、智慧交通、智能安防和无人机等领域。
489,芯能半导体,深圳芯能半导体技术有限公司,1,1,44,战略投资,2019,0,猎鹰创投，创东方，高捷资本，正轩投资，达晨创投，磐晟资产，方广资本，前海鹏晨投资，深圳高新投,深圳芯能半导体技术有限公司致力于IGBT芯片、IGBT驱动芯片以及大功率智能功率模块的研发、应用和销售。 目前公司已经形成600V和1200V中小功率完整的IGBT的产品系列，广泛应用于工业伺服电机驱动、电磁炉、变频家电以及逆变焊机等领域，目前在600V和1200V的技术和产品性能国内领先；形成了600V IGBT驱动芯片全系列的产品，引脚和性能均兼容国际主流的产品，应用于工业伺服电机驱动和变频家电，已跟国内多家知名企业达成策略合作；已经具备150V和250V的电动四轮车完整的功率模块解决方案以及1200V 450A的智能IGBT功率模块产品应用于电力系统、电动大巴车、新能源逆变等等应用领域。深圳芯能半导体技术有限公司作为国内唯一一家具备IGBT芯片、IGBT驱动芯片以及大功率智能功率模块设计能力的公司。
499,长朗科技,深圳长朗智能科技有限公司,1,1,45,A轮,2018,30000000,东方富海,长朗科技是一家3D打印技术整体解决方案提供商，公司以3D打印技术为核心，专注于从事高精度工业3D打印设备、生物3D打印设备以及打印材料的研发与生产，旗下产品包括FDM桌面3D打印机、3D扫描仪、FDM热塑性塑料等，现产品可应用于航空航天、汽车模具、生物医疗、教育培训等领域。
22,萨摩耶金融,深圳萨摩耶互联网金融服务有限公司,1,2,1,C轮,2018,160000000,元璟资本，中信资本，金晟硕业，某著名行业风投，微光创投，友信，达晨创投，上海大恒资产管理有限公司，跃波投资，萨摩耶金服获得PAG太盟亚洲C轮融资，中商联鑫，达晨财智，涌铧投资,萨摩耶金服（全称“深圳萨摩耶互联网金融服务有限公司”） 是一家依托强大FinTech能力，为用户提供“更普惠更温暖的”互联网金融服务的新型金融科技公司；公司成立于2015年5月，注册地位于深圳福田，在深圳、上海分别设有总部实行创新管理的双总部模式。萨摩耶金服坚持普惠金融的理念，将传统金融业务和互联网科技相结合，借助大数据和科技创新的双驱动，以健全专业的风险管控体系为基础，覆盖国内更广泛的普惠金融服务群体，提供专业、高效、安全的互联网金融服务。 公司创业团队成员来自招商银行、平安金融等国内知名金融机构，曾参与国内大型消费金融公司筹建工作，拥有丰富的金融科技创新实战经验。公司成立至今，依托于传统金融风险控制的优秀经验，充分借助互联网大数据时代的数据驱动力和金融技术的突破力，创新性地构建自主研发的在线风险管理体系，结合互联网内外部社交数据的分析图谱，从业务的渠道拓展、用户的服务模式优化、资金的风险管控等方面形成数据闭环系统，真正实现用金融科技为互联网金融带来全新的服务价值和用户体验。 萨摩耶金服以首款产品“省呗”切入消费金融市场，连接银行、保险、基金等金融机构，为用户提供更低费率线上借款、保险、理财、在线办理信用卡、信用卡账单管理等专属定制互联网金融服务。作为萨摩耶金服倾力打造的第一款金融科技为核心竞争力的数据智能信用卡综合服务平台，省呗将金融与科技高度融合，通过社交数据挖掘、风控模型开发、以及3技术等科技创新，累计为千万用户提供专属定制金融服务，让普惠金融融入人们的日常生活。 从跨界竞争到产业融合，互联网对传统金融结构产生了深刻的影响，通过互联网技术进一步创新发展金融业服务，成为发展大势。未来，萨摩耶金服将始终依托强大的金融科技实力和在线风险管理能力，以开放的姿态，构建一个温暖、高效、可信赖的金融科技服务平台。
35,优品股票通,深圳市优品投资顾问有限公司,1,2,2,A轮,2018,200000000,金证股份，StarVC，Star VC,优品财富致力于用金融科技革新证券服务业，以3提升证券服务个环节的效率，为个人投资者提供智能证券服务，也为证券市场经营机构提供智能解决方案。优品财富在获得证券投资咨询牌照后，切入智能投顾和互联网投顾领域，面向c端用户推出其一站式智能投顾平台“优品股票通” ，为A股股民提供涵盖智能行情、智能资讯、智能选股以及投顾服务。根据易观数据，优品股票通app在第三方证券服务类app中排名前十。下载量为 500 万，移动端日活约 30 万。此外，优品财富还推出了优品股票通的多屏极智版PC。在智能投顾服务上，优品财富以提供数据化、交互性、智能化程度高的工具型产品为主。例如：相似K线这款K线衍生产品，基于其自研的GPU高性能计算平台和匹配模型，计算出具有量价相似特征的标的，并回测出上涨概率、最优平均涨幅等结果。同时，还支持用户按照自己的需求定制相似k线的时间区间、相似因子、行业标的等多种参数，在毫秒内实时完成计算。
51,新心金融,深圳前海新心金融管理有限公司,1,2,3,B轮,2018,160000000,深圳领锋投资合伙企业（有限合伙），晨山资本，高瓴资本，宽带资本CBC（领投），深圳领锋投资，IDG资本，宽带资本,新心金融是一家消费信贷服务提供商。通过运用大数据分析，致力于为用户提供金融贷款、消费贷、经营贷等服务。同时通过旗下产品新心贷，为用户提供免抵押、免担保的信贷服务。
57,慢钱,深圳市慢钱网络科技有限公司,1,2,4,B轮,2019,250000000,福晟房地产，乐鑫股权，融捷集团，福晟集团，融捷投资，新大洲,慢钱是一个互联网理财师咨询服务平台，平台面向高净值用户，为用户提供理财师对接服务。理财师为用户提供理财建议和指导等，并且平台为用户每日分享投资资讯，旨在成为优质的理财师平台，使用户实现稳健投资。
84,唯彩会,广州唯彩会网络科技有限公司,2,2,5,B+轮,2017,145500000,新沃资本，易一天使投资，创东方，华美国际，天神互动，招商创新，IDG，创东方投资，招商局资本，广州瑾恒生物科技有限公司，IDG资本,唯彩会是一个彩票资讯门户，主要针对足彩和篮彩，平台内有专业团队分析彩票行业相关的各种数据，让彩票行业的信息更公开，并且提供彩票账号管家功能，用户可以一键登录所有彩票网站，并可以订阅各种彩票资讯推送功能。
92,华锐金融技术,深圳华锐金融技术股份有限公司,1,2,6,战略投资,2018,150000000,深创投,华锐金融是一家专注于金融机构下一代分布式系统架构及其应用的企业。公司主要面向金融机构提供转型咨询顾问和规划服务、基于开放平台的下一代分布式系统架构开发服务等，致力于用帮助金融机构构建核心基础设施，并完成下一代关键技术转型。
95,美信联邦,财连邦科技有限公司,4,2,7,C轮,2019,306000000,BitRock Capital，复朴投资，千山资本，梅花天使创投，韩投伙伴，唐竹资本，六禾创投，Korea Investment Partners，BAI,美信联邦是一家全球资产配置服务商，通过iTrade系统，服务于理财顾问公司、金融机构、高净值用户服务商等用户，帮助企业用户规划全球资产配置方案，并提供培训、售前、售中、售后、业绩统计一站式服务，此外，还直接面对投资用户，可提供全资产类别对接和交易服务，满足用户投资理财需求。
117,多有米网络,深圳多有米网络技术有限公司,1,2,8,B轮,2018,40000000,深圳海量资本管理有限公司，投控东海，摩天之星，深圳凯盈吉成投资管理有限公司，凯盈资本，南极圈科技，海量资本，腾讯,深圳多有米网络是一家提供创业服务的初创公司，主要提供公司注册、工商变更、社保、商标专利等领域的外包服务。
119,Bitpower,深圳数字动能信息技术有限公司,1,2,9,A轮,2018,28000000,猛犸资产，王忠平，深圳市国家自主创新示范区服务中心，华软资本，丰玖投资管理,Bitpower是一家专注于提供专业策略研究工具和策略研究服务的大数据公司，我们不提供任何交易策略，也不以任何理由要求上传、监控和管理交易团队的策略，旗下有Auto-Trader Pro 策略研究系统，深圳数字动能信息技术有限公司旗下产品。
131,爱贝（IAPPPAY),深圳市爱贝信息技术有限公司,1,2,10,C轮,2018,154000000,百度投资，麦达数字，吴峰，北极光创投,爱贝云计费是一个计费服务平台，围绕数字娱乐、电子商务、社区服务、线上租售、物流贸易等领域。
138,Neat hk,Neat,4,2,11,-,2018,20700000,线性资本，Dymon Asia Capital，Portag3 Ventures，Sagamore investments，Dymon Asia,Neat首次推出了个人银行业务，提供带有配套银行卡的智能理财和储蓄应用程序，用户还可以使用面部识别技术进行登录身份认证。
154,BLUE,深圳蓝贝科技有限公司,1,2,12,C轮,2019,230700000,蚂蚁金服，源码资本，空中网百万美金级，愉悦资本，嘉御基金，源码资本、愉悦资本、嘉御基金共同投资，千万美金级融资，空中网，愉悦资本跟投，蚂蚁金服领投，B轮，嘉御基金和愉悦资本领投千万美金级,BlueMobile是一家东南亚在线支付方案提供商，定位于为移动应用和手机游戏提供本地化的支付和渠道推广解决方案，旗下产品主要包括支付平台BluePay、用户管理平台BEST、APP推广服务Blue Promoting、客服服务中心Blue Assist。
155,飞贷金融,深圳中兴飞贷金融科技有限公司,1,2,13,C轮,2017,42000000,君智咨询，天图资本，云景种苗，德同资本，天图投资，前海方舟资产,飞贷金融科技，移动信贷整体技术解决商。九年专注普惠信贷领域，基于前沿技术的创新应用和数百亿资产的业务实践，业内首家推出覆盖业务全流程、运营全体系的移动信贷整体技术，支持银行等金融机构移动信贷的转型升级。 公司自成立以来，多次引领信贷行业技术创新。2010年自主开发信贷工厂系统，将贷款效率提高5倍以上并大幅度降低道德、操作等人为风险；2013年开发移动应用支持业务流程的互联网化，打破时空障碍；2015年全球首创随时随地随借随还的移动信贷产品，面向全网用户将贷款全流程缩短至几分钟，荣获国家多项专利及政府金融创新奖项；2017年推出移动信贷整体技术，具备数百亿资产规模实证、快速落地、整体赋能等突出优势。整体技术涵盖三大平台——神算移动科技平台、天网量化风控平台、慧眼智能大数据平台和六大服务——移动信贷产品服务、品牌与营销服务、核算与清算服务、风控运营服务、智能客户运营服务、经营决策分析服务，支持合作金融机构在风险可控试错成本极低的情况下规模化发展移动信贷业务。 作为入选美国沃顿商学院的中国金融科技案例，飞贷金融科技是国家高新技术企业、深圳市企业级“技术中心”，2016年、2017年连续两年入选“中国百优案例”，获得多个权威机构的专业奖项，并于2018年和中国普惠金融研究院签订战略合作协议，共同推动普惠金融创新实践。 欢迎您通过公司网站或者微信公众号“CREDEX”对我们做进一步的了解！
159,弘量科技（深圳）有限公司,弘量（深圳）投资管理有限公司,1,2,14,B轮,2018,20700000,阿里巴巴创业者基金领投，中国银行，阿里巴巴,[关于我们] 弘量科技（深圳）有限公司是弘量研究旗下全资子公司。弘量研究为香港科技大学创新孵化项目下的金融科技公司，已经完成由阿里巴巴创业者基金领投的A轮融资，共计融资一亿多万元人民币。 • 持牌 金融监管对于投资者保护至关重要，金融科技也要受到监管。香港第一家获得SFC牌照的智能投顾公司。 • 研发 从选择最优底层资产、优化配置方案，到交易下单，监控组合表现，AQUMON智投系统全覆盖。为机构伙伴定制智投系统的AQUMON，在金融机构客户的高标准下日渐成熟，在业内遥遥领先。 • 认可 科大孵化，阿里领投——各大投资人入股AQUMON，更是对我们产品有力的认可。创立至今，AQUMON已和逾二十家金融机构建立合作关系、签署合同。 [我们的团队] 算法博士团队加上拥有多年投行工作经验的金融团队，配合具有互联网公司实力的IT团队，完美贴合金融机构需求，开发智能投顾引擎。团队成员很多来自于香港科技大学、香港中文大学、新加坡南洋理工大学，华中科技大学等高等学府，目前已扩展到逾四十人，在香港、深圳、新加坡等地均设有办公室。 我们期待更多有梦想、有意愿、有能力的小伙伴们加入我们的队伍，共同奋斗成长！
